Claim_ID,Policy_Holder,Claim_Date,Claim_Type,Claim_Amount,Location,Rainfall_mm,Weather_Condition,Settlement_Status,Processing_Days
C0579,Pihu Swamy,2025-08-22,Health,76732,Hyderabad,162,Flood,Pending,9
C0580,Kimaya Sachar,2025-07-29,Vehicle,91127,Hyderabad,171,Flood,Settled,15
C0581,Madhup Mann,2025-02-27,Health,138079,Kolkata,109,Light Rain,Pending,26
C0582,Sara Sahota,2025-08-18,Property,347752,Pune,180,Heavy Rain,Settled,28
C0583,Samarth Varkey,2025-03-18,Property,180897,Pune,245,Flood,Settled,19
C0584,Amani Joshi,2025-01-25,Property,341256,Lucknow,56,Flood,Settled,16
C0585,Aarav Dubey,2025-03-24,Vehicle,149674,Delhi,216,Heavy Rain,Rejected,10
C0586,Jayant Mann,2024-11-27,Agriculture,190483,Hyderabad,280,Heavy Rain,Pending,18
C0587,Reyansh Zacharia,2025-08-29,Health,62956,Bangalore,207,Moderate Rain,Rejected,7
C0588,Romil Randhawa,2025-03-30,Vehicle,124037,Ahmedabad,223,Moderate Rain,Settled,8
C0589,Devansh Dar,2025-07-08,Agriculture,165479,Jaipur,99,Heavy Rain,Rejected,6
C0590,Tiya Sinha,2025-03-07,Agriculture,67098,Kolkata,136,Flood,Settled,4
C0591,Ritvik Deshpande,2025-02-25,Health,95950,Kolkata,135,Moderate Rain,Settled,13
C0592,Uthkarsh Handa,2025-09-04,Vehicle,101763,Lucknow,58,Moderate Rain,Pending,7
C0593,Kabir Goel,2024-10-21,Agriculture,94660,Kolkata,178,Flood,Settled,15
C0594,Armaan Mannan,2025-01-04,Agriculture,131079,Hyderabad,178,Flood,Rejected,22
C0595,Farhan Srinivasan,2024-10-10,Health,175623,Hyderabad,271,Flood,Settled,20
C0596,Manjari Ratta,2025-04-29,Property,346484,Lucknow,86,Moderate Rain,Pending,12
C0597,Jivika Bhasin,2025-01-12,Health,114745,Ahmedabad,114,Moderate Rain,Pending,10
C0598,Advika Hari,2024-11-25,Vehicle,37947,Pune,76,Flood,Pending,29
C0599,Ehsaan Mannan,2024-10-31,Property,306907,Lucknow,180,Flood,Settled,15
C0600,Neysa Chokshi,2025-01-18,Agriculture,234841,Kolkata,174,Light Rain,Settled,10
C0601,Zara Tailor,2025-06-17,Agriculture,87973,Pune,268,Heavy Rain,Rejected,7
C0602,Ritvik Saran,2024-11-09,Health,52633,Pune,246,Moderate Rain,Settled,23
C0603,Nishith Mani,2025-08-10,Health,124525,Mumbai,263,Heavy Rain,Settled,12
C0604,Advika Deshpande,2025-03-30,Property,439553,Ahmedabad,85,Moderate Rain,Settled,29
C0605,Hansh Khosla,2024-10-12,Agriculture,245654,Jaipur,232,Moderate Rain,Settled,5
C0606,Aarush Yohannan,2025-09-23,Vehicle,89471,Mumbai,253,Heavy Rain,Settled,28
C0607,Neelofar Kade,2024-10-16,Health,20793,Mumbai,228,Flood,Pending,14
C0608,Pari Baral,2024-10-18,Vehicle,121435,Pune,81,Light Rain,Settled,18
C0609,Ahana  Raja,2025-05-12,Vehicle,136317,Bangalore,233,Light Rain,Settled,23
C0610,Aniruddh Ghose,2025-08-08,Health,121604,Hyderabad,296,Light Rain,Rejected,19
C0611,Navya Tak,2025-04-03,Health,55706,Kolkata,182,Light Rain,Settled,25
C0612,Vardaniya Mallick,2025-08-05,Vehicle,143099,Mumbai,53,Moderate Rain,Settled,15
C0613,Ira Kohli,2025-03-23,Vehicle,88028,Lucknow,136,Heavy Rain,Settled,7
C0614,Pranay Joshi,2025-04-23,Property,340102,Delhi,123,Light Rain,Settled,10
C0615,Anahi Sant,2024-12-04,Agriculture,230339,Pune,235,Light Rain,Pending,3
C0616,Vivaan Brahmbhatt,2024-10-31,Vehicle,114368,Hyderabad,215,Flood,Settled,28
C0617,Manjari Goswami,2025-02-24,Property,185388,Lucknow,84,Heavy Rain,Settled,9
C0618,Kimaya Dhar,2025-03-06,Property,484065,Lucknow,190,Light Rain,Settled,16
C0619,Ira Gandhi,2025-04-20,Agriculture,286147,Bangalore,82,Flood,Pending,7
C0620,Aaina Rattan,2024-10-05,Health,128669,Chennai,110,Moderate Rain,Pending,20
C0621,Saanvi Soman,2024-12-04,Vehicle,129072,Bangalore,166,Moderate Rain,Pending,23
C0622,Zara Uppal,2025-02-14,Health,124800,Lucknow,214,Light Rain,Settled,24
C0623,Navya Chaudry,2025-04-22,Agriculture,199403,Bangalore,99,Moderate Rain,Settled,30
C0624,Purab Cherian,2025-04-05,Agriculture,199430,Chennai,91,Moderate Rain,Settled,19
C0625,Zoya Chadha,2025-01-14,Property,396171,Kolkata,263,Light Rain,Settled,23
C0626,Ayesha Kar,2025-05-13,Agriculture,254072,Mumbai,286,Flood,Settled,18
C0627,Ryan Grewal,2025-06-26,Agriculture,280382,Chennai,272,Light Rain,Settled,24
C0628,Prisha Dyal,2025-09-07,Health,183367,Ahmedabad,242,Light Rain,Settled,30
C0629,Armaan Khare,2025-07-26,Agriculture,107344,Chennai,195,Moderate Rain,Settled,16
C0630,Ryan Ratta,2024-12-30,Health,189499,Chennai,60,Moderate Rain,Settled,29
C0631,Zain Dayal,2025-02-11,Vehicle,51018,Hyderabad,80,Flood,Rejected,27
C0632,Yuvraj  Bhalla,2025-04-29,Agriculture,71662,Bangalore,215,Light Rain,Settled,12
C0633,Himmat Buch,2025-01-08,Agriculture,201074,Pune,82,Heavy Rain,Settled,29
C0634,Sana Kala,2025-07-04,Vehicle,101116,Mumbai,61,Light Rain,Settled,19
C0635,Samiha Vohra,2025-01-07,Vehicle,89347,Ahmedabad,234,Flood,Settled,26
C0636,Alisha Bhavsar,2025-08-06,Health,139559,Lucknow,83,Light Rain,Settled,22
C0637,Damini Sibal,2025-06-06,Agriculture,267166,Ahmedabad,125,Moderate Rain,Settled,10
C0638,Eshani Vala,2025-02-28,Property,302889,Chennai,58,Heavy Rain,Pending,9
C0639,Aarna Bandi,2024-12-30,Property,308262,Hyderabad,101,Moderate Rain,Settled,30
C0640,Nirvi Dayal,2024-11-17,Property,382524,Chennai,128,Flood,Pending,27
C0641,Rasha Rajagopalan,2025-02-25,Vehicle,133946,Chennai,163,Flood,Rejected,13
C0642,Baiju Singhal,2024-11-24,Vehicle,72982,Kolkata,114,Flood,Pending,22
C0643,Ahana  Anand,2024-10-05,Property,129470,Bangalore,84,Flood,Settled,5
C0644,Divij Kapadia,2025-03-03,Agriculture,240454,Jaipur,185,Light Rain,Pending,20
C0645,Dhanush Joshi,2025-08-30,Property,256844,Pune,50,Heavy Rain,Settled,28
C0646,Alisha Barad,2025-03-28,Agriculture,258747,Bangalore,296,Light Rain,Settled,7
C0647,Lakshay Balakrishnan,2025-05-26,Vehicle,112690,Chennai,177,Heavy Rain,Settled,14
C0648,Aaina Hora,2025-04-18,Vehicle,60701,Mumbai,64,Light Rain,Pending,17
C0649,Darshit Sabharwal,2024-11-21,Vehicle,62270,Jaipur,265,Flood,Settled,23
C0650,Aarna Bajaj,2025-09-04,Health,169001,Chennai,289,Heavy Rain,Rejected,15
C0651,Misha Gola,2024-12-31,Vehicle,32043,Hyderabad,142,Light Rain,Settled,25
C0652,Alisha Buch,2025-04-08,Vehicle,55261,Chennai,124,Heavy Rain,Settled,9
C0653,Mohanlal Dhillon,2025-01-19,Property,301108,Chennai,255,Moderate Rain,Settled,25
C0654,Ranbir Majumdar,2025-02-08,Property,282073,Jaipur,172,Moderate Rain,Settled,11
C0655,Ivana Setty,2025-04-07,Agriculture,281527,Jaipur,83,Heavy Rain,Rejected,28
C0656,Ryan Sami,2025-08-30,Health,69219,Lucknow,87,Moderate Rain,Pending,27
C0657,Hridaan Vaidya,2024-10-29,Health,187530,Mumbai,213,Light Rain,Rejected,4
C0658,Taimur De,2024-10-13,Property,401185,Pune,195,Flood,Pending,14
C0659,Parinaaz Atwal,2025-08-01,Vehicle,127712,Bangalore,114,Moderate Rain,Settled,4
C0660,Kabir Maharaj,2024-12-09,Vehicle,84721,Hyderabad,128,Flood,Settled,5
C0661,Yuvaan Gaba,2024-11-29,Health,185452,Hyderabad,52,Heavy Rain,Pending,16
C0662,Armaan Mahal,2025-04-07,Agriculture,219883,Jaipur,180,Heavy Rain,Pending,29
C0663,Biju Dhar,2024-12-02,Vehicle,92235,Mumbai,63,Light Rain,Settled,4
C0664,Bhamini Gola,2025-09-02,Vehicle,146949,Jaipur,136,Heavy Rain,Settled,15
C0665,Romil Chopra,2025-07-18,Property,109926,Delhi,150,Heavy Rain,Settled,4
C0666,Advik Dora,2025-01-21,Property,412549,Hyderabad,128,Light Rain,Settled,29
C0667,Madhup Sha,2025-06-27,Health,72813,Ahmedabad,296,Flood,Settled,16
C0668,Charvi Varghese,2025-05-29,Health,189445,Ahmedabad,298,Moderate Rain,Settled,11
C0669,Samiha Handa,2024-12-09,Health,113555,Jaipur,120,Heavy Rain,Settled,19
C0670,Indranil Sood,2025-03-05,Agriculture,117711,Chennai,200,Heavy Rain,Settled,10
C0671,Piya Saraf,2025-05-27,Agriculture,137327,Jaipur,254,Moderate Rain,Settled,3
C0672,Nirvi Ramachandran,2025-01-22,Property,183630,Mumbai,227,Heavy Rain,Settled,28
C0673,Veer Srinivas,2025-04-19,Health,144740,Jaipur,252,Light Rain,Settled,15
C0674,Nitara Das,2025-01-21,Property,388922,Delhi,94,Heavy Rain,Rejected,23
C0675,Riya Gera,2024-11-17,Health,31760,Lucknow,128,Heavy Rain,Rejected,16
C0676,Arhaan Biswas,2024-12-25,Health,146984,Bangalore,292,Light Rain,Settled,11
C0677,Lagan Banik,2024-11-25,Agriculture,126026,Pune,274,Flood,Pending,21
C0678,Jivika Lal,2025-02-16,Health,185819,Lucknow,207,Flood,Settled,26
C0679,Sana Kanda,2025-05-15,Property,277421,Kolkata,182,Moderate Rain,Settled,11
C0680,Nakul Varkey,2025-06-04,Agriculture,82458,Ahmedabad,126,Moderate Rain,Settled,25
C0681,Shanaya Desai,2025-01-09,Health,52720,Kolkata,214,Heavy Rain,Settled,10
C0682,Arnav Roy,2025-07-10,Property,309654,Delhi,105,Heavy Rain,Rejected,23
C0683,Jivika De,2025-03-12,Agriculture,65339,Mumbai,281,Moderate Rain,Pending,20
C0684,Dishani Tank,2025-03-27,Property,402796,Chennai,70,Light Rain,Pending,26
C0685,Romil Keer,2025-08-17,Agriculture,138017,Chennai,273,Heavy Rain,Settled,17
C0686,Anahi Som,2024-11-15,Vehicle,140526,Mumbai,221,Flood,Settled,27
C0687,Kiara Chana,2025-08-15,Agriculture,247471,Mumbai,158,Flood,Settled,7
C0688,Nayantara Rattan,2025-04-17,Agriculture,290355,Mumbai,259,Light Rain,Settled,26
C0689,Ehsaan Deshmukh,2025-08-27,Health,89690,Pune,212,Heavy Rain,Settled,6
C0690,Prisha Rama,2025-02-02,Agriculture,178911,Kolkata,233,Moderate Rain,Settled,18
C0691,Miraya Kala,2024-11-18,Vehicle,32714,Mumbai,91,Moderate Rain,Pending,18
C0692,Tushar D’Alia,2024-10-26,Agriculture,107365,Mumbai,184,Moderate Rain,Settled,27
C0693,Dhruv Sanghvi,2024-10-11,Agriculture,107282,Lucknow,137,Light Rain,Rejected,17
C0694,Lagan Vaidya,2024-12-30,Health,159424,Delhi,195,Flood,Pending,9
C0695,Ela Dash,2025-08-09,Vehicle,141855,Mumbai,69,Flood,Pending,12
C0696,Gatik Gera,2024-10-05,Vehicle,138690,Mumbai,125,Heavy Rain,Rejected,26
C0697,Shayak Chhabra,2025-07-17,Health,135100,Jaipur,71,Light Rain,Settled,3
C0698,Mannat Deshmukh,2025-04-06,Vehicle,80966,Chennai,258,Light Rain,Pending,28
C0699,Gatik Kumer,2024-12-25,Vehicle,44311,Jaipur,117,Moderate Rain,Settled,12
C0700,Piya Korpal,2025-04-22,Property,416674,Bangalore,95,Moderate Rain,Settled,19
C0701,Vaibhav Ben,2025-06-26,Agriculture,251154,Jaipur,68,Heavy Rain,Settled,15
C0702,Shanaya Ramakrishnan,2025-09-09,Property,493128,Delhi,276,Heavy Rain,Settled,12
C0703,Prerak Trivedi,2025-03-08,Property,317873,Kolkata,83,Light Rain,Settled,4
C0704,Elakshi Dayal,2025-09-19,Property,200231,Hyderabad,158,Flood,Pending,20
C0705,Sahil Aurora,2025-07-01,Property,137326,Delhi,57,Moderate Rain,Pending,11
C0706,Tiya Rao,2024-11-22,Property,396729,Mumbai,283,Moderate Rain,Pending,18
C0707,Oorja Ahluwalia,2025-01-30,Property,265258,Lucknow,297,Moderate Rain,Rejected,5
C0708,Diya Keer,2025-06-18,Agriculture,203928,Mumbai,180,Flood,Pending,4
C0709,Baiju Atwal,2024-12-20,Property,146362,Bangalore,89,Heavy Rain,Rejected,8
C0710,Sara Sane,2025-09-07,Property,296980,Bangalore,84,Moderate Rain,Settled,12
C0711,Shanaya Banerjee,2024-09-27,Agriculture,243267,Ahmedabad,93,Light Rain,Settled,15
C0712,Ahana  Bansal,2024-09-29,Property,304251,Jaipur,151,Moderate Rain,Rejected,5
C0713,Divyansh Johal,2025-04-26,Vehicle,56036,Chennai,216,Heavy Rain,Settled,3
C0714,Advika Ravi,2025-09-25,Health,67922,Kolkata,147,Moderate Rain,Rejected,9
C0715,Biju Desai,2025-06-26,Property,155438,Delhi,59,Heavy Rain,Settled,13
C0716,Uthkarsh Sha,2024-10-15,Health,150374,Delhi,111,Light Rain,Settled,25
C0717,Manikya Shere,2024-11-27,Property,314967,Jaipur,144,Light Rain,Settled,5
C0718,Seher Golla,2025-06-18,Vehicle,78736,Mumbai,207,Flood,Settled,17
C0719,Ishita Samra,2025-06-04,Health,97020,Delhi,270,Heavy Rain,Settled,3
C0720,Shayak Behl,2025-02-06,Agriculture,148685,Mumbai,146,Heavy Rain,Pending,22
C0721,Sahil Borra,2025-04-24,Property,327575,Chennai,269,Flood,Settled,4
C0722,Ira Vasa,2024-11-14,Property,326683,Kolkata,247,Flood,Settled,5
C0723,Neysa Kuruvilla,2024-12-24,Property,415176,Chennai,194,Heavy Rain,Settled,10
C0724,Nirvi Ahluwalia,2025-02-25,Vehicle,40472,Pune,158,Flood,Pending,3
C0725,Rania Chand,2024-11-23,Vehicle,83418,Lucknow,239,Flood,Settled,12
C0726,Samarth Ravel,2025-02-24,Property,380310,Ahmedabad,169,Moderate Rain,Settled,23
C0727,Baiju Sami,2025-07-13,Agriculture,50527,Hyderabad,65,Moderate Rain,Rejected,23
C0728,Tiya Raj,2024-10-10,Vehicle,82455,Mumbai,206,Moderate Rain,Pending,12
C0729,Adah Vasa,2025-03-13,Vehicle,49573,Pune,260,Heavy Rain,Settled,5
C0730,Aarav Bhasin,2024-10-12,Health,22776,Lucknow,73,Light Rain,Settled,9
C0731,Prisha Ganguly,2025-04-22,Agriculture,134290,Hyderabad,276,Flood,Settled,10
C0732,Taran Kapadia,2025-08-07,Vehicle,52059,Mumbai,151,Light Rain,Pending,17
C0733,Tara Sama,2025-08-28,Agriculture,161377,Hyderabad,186,Flood,Pending,20
C0734,Urvi Krish,2024-11-13,Property,480460,Pune,288,Moderate Rain,Settled,23
C0735,Nirvaan Kuruvilla,2024-11-05,Agriculture,112766,Bangalore,206,Flood,Pending,3
C0736,Drishya Lal,2025-08-03,Property,188169,Hyderabad,152,Moderate Rain,Settled,7
C0737,Rati Chahal,2025-05-05,Vehicle,67026,Chennai,277,Heavy Rain,Rejected,16
C0738,Keya Varughese,2024-10-14,Health,93778,Hyderabad,266,Moderate Rain,Settled,30
C0739,Ryan Chahal,2025-04-09,Property,273450,Delhi,67,Light Rain,Settled,17
C0740,Hridaan Handa,2025-06-30,Agriculture,128590,Bangalore,160,Light Rain,Pending,18
C0741,Pari Shenoy,2024-09-28,Health,169307,Mumbai,59,Flood,Pending,15
C0742,Bhavin Swaminathan,2025-09-19,Vehicle,148551,Lucknow,57,Light Rain,Pending,28
C0743,Shanaya Bhatt,2025-01-28,Health,126825,Ahmedabad,265,Light Rain,Pending,13
C0744,Hrishita Bal,2025-07-25,Vehicle,103914,Lucknow,227,Heavy Rain,Pending,25
C0745,Aarav Sharaf,2025-07-29,Property,205112,Hyderabad,200,Flood,Settled,21
C0746,Indrajit Som,2025-03-24,Agriculture,83110,Bangalore,167,Moderate Rain,Settled,15
C0747,Sara Mann,2025-09-05,Health,65660,Chennai,79,Light Rain,Rejected,29
C0748,Saanvi Savant,2025-03-14,Health,70209,Bangalore,156,Moderate Rain,Settled,28
C0749,Nirvi Bhagat,2025-03-16,Health,78985,Pune,122,Flood,Settled,30
C0750,Eshani Sani,2025-08-20,Agriculture,272361,Kolkata,68,Light Rain,Rejected,17
C0751,Armaan Ranganathan,2025-01-22,Vehicle,117856,Ahmedabad,288,Flood,Settled,4
C0752,Manjari Tandon,2025-05-29,Vehicle,99020,Mumbai,155,Light Rain,Settled,24
C0753,Mannat Randhawa,2025-02-23,Property,187956,Pune,241,Light Rain,Settled,7
C0754,Nitara Apte,2024-12-04,Health,147020,Mumbai,194,Light Rain,Settled,19
C0755,Mannat Sura,2025-01-25,Property,173598,Bangalore,216,Flood,Settled,16
C0756,Sara Sane,2025-01-13,Vehicle,86213,Lucknow,183,Heavy Rain,Settled,22
C0757,Advik Deshmukh,2025-01-10,Health,93937,Lucknow,143,Heavy Rain,Pending,25
C0758,Dishani Sur,2024-11-14,Health,38098,Pune,148,Moderate Rain,Settled,12
C0759,Sahil Gaba,2024-10-12,Property,209552,Hyderabad,77,Heavy Rain,Settled,9
C0760,Taimur Dass,2025-04-04,Health,186329,Lucknow,257,Heavy Rain,Settled,19
C0761,Akarsh Handa,2025-04-10,Property,424376,Chennai,82,Light Rain,Pending,5
C0762,Kimaya Rau,2025-05-19,Health,189442,Pune,171,Light Rain,Settled,5
C0763,Kismat Bora,2025-01-07,Health,44633,Bangalore,240,Moderate Rain,Rejected,26
C0764,Tarini Ramesh,2025-04-19,Vehicle,34812,Kolkata,245,Light Rain,Settled,25
C0765,Kartik Krishnan,2025-02-27,Vehicle,46060,Bangalore,126,Flood,Pending,9
C0766,Ela Ram,2025-03-08,Agriculture,122553,Mumbai,83,Flood,Pending,24
C0767,Elakshi Karpe,2025-03-03,Agriculture,116661,Hyderabad,93,Flood,Pending,6
C0768,Divyansh Balan,2025-02-25,Property,146932,Ahmedabad,214,Moderate Rain,Settled,3
C0769,Badal Chahal,2025-01-23,Agriculture,94398,Bangalore,121,Flood,Settled,17
C0770,Hunar Dhar,2025-06-03,Property,330318,Bangalore,150,Flood,Settled,18
C0771,Rhea Swamy,2025-02-07,Health,156273,Lucknow,93,Light Rain,Settled,8
C0772,Indranil Borah,2025-08-19,Health,185467,Hyderabad,99,Moderate Rain,Settled,16
C0773,Arhaan Dhillon,2025-01-24,Vehicle,130556,Kolkata,261,Heavy Rain,Pending,10
C0774,Hazel Sandhu,2024-10-24,Vehicle,88264,Kolkata,105,Flood,Settled,26
C0775,Indrans Venkataraman,2024-12-07,Health,103898,Ahmedabad,199,Light Rain,Settled,4
C0776,Hunar Joshi,2025-05-06,Agriculture,89828,Lucknow,286,Flood,Pending,11
C0777,Aarush Thaker,2025-07-31,Health,185914,Jaipur,76,Light Rain,Settled,8
C0778,Vardaniya Sidhu,2025-09-19,Health,60879,Pune,89,Heavy Rain,Settled,10
C0779,Jayesh Ramachandran,2025-05-18,Vehicle,51935,Jaipur,93,Light Rain,Settled,26
C0780,Reyansh Sanghvi,2025-04-18,Property,303421,Chennai,151,Light Rain,Settled,11
C0781,Heer Acharya,2024-10-24,Health,144108,Bangalore,111,Flood,Settled,22
C0782,Hansh Sura,2024-11-30,Vehicle,30576,Delhi,135,Light Rain,Settled,14
C0783,Miraan Solanki,2024-11-13,Health,59603,Mumbai,63,Flood,Pending,22
C0784,Madhup Chatterjee,2025-04-12,Health,27555,Mumbai,174,Heavy Rain,Settled,28
C0785,Aarav Bhat,2025-03-22,Vehicle,114572,Kolkata,263,Flood,Settled,7
C0786,Alia Jaggi,2025-08-28,Vehicle,144606,Chennai,300,Heavy Rain,Settled,16
C0787,Tejas Deshmukh,2025-05-12,Agriculture,282755,Kolkata,242,Heavy Rain,Settled,18
C0788,Ishaan Sha,2024-11-05,Agriculture,283868,Jaipur,239,Flood,Settled,5
C0789,Tanya Shere,2025-02-19,Health,133829,Bangalore,64,Heavy Rain,Pending,24
C0790,Yashvi Savant,2025-04-27,Vehicle,140408,Lucknow,115,Moderate Rain,Settled,10
C0791,Jiya Choudhary,2025-04-14,Health,67368,Bangalore,156,Moderate Rain,Settled,19
C0792,Hunar Kant,2024-12-24,Health,80029,Delhi,226,Light Rain,Settled,6
C0793,Oorja Lata,2024-11-02,Vehicle,62955,Delhi,138,Heavy Rain,Settled,30
C0794,Vihaan Khurana,2024-11-14,Vehicle,47646,Ahmedabad,53,Light Rain,Settled,4
C0795,Priyansh Bhatti,2024-12-03,Property,133739,Lucknow,100,Moderate Rain,Settled,29
C0796,Manjari D’Alia,2024-10-13,Vehicle,130929,Kolkata,263,Flood,Settled,30
C0797,Fateh Bumb,2025-05-23,Agriculture,233656,Delhi,109,Moderate Rain,Settled,23
C0798,Ira Mani,2025-05-18,Property,369063,Jaipur,292,Light Rain,Settled,4
C0799,Inaaya  Chana,2025-03-17,Health,42750,Pune,127,Moderate Rain,Pending,21
C0800,Indranil Banik,2025-04-18,Health,138446,Pune,172,Light Rain,Settled,17
C0801,Taimur Dass,2025-01-04,Vehicle,82344,Mumbai,104,Flood,Settled,24
C0802,Inaaya  Talwar,2025-07-22,Health,198957,Pune,240,Heavy Rain,Settled,16
C0803,Hansh Basu,2024-11-17,Vehicle,130278,Lucknow,114,Heavy Rain,Settled,5
C0804,Amani Choudhary,2025-04-17,Vehicle,36513,Ahmedabad,81,Heavy Rain,Pending,26
C0805,Tarini Saha,2025-08-05,Vehicle,66762,Hyderabad,194,Heavy Rain,Settled,24
C0806,Saksham Kanda,2024-12-11,Vehicle,73551,Mumbai,200,Heavy Rain,Settled,19
C0807,Rohan Kurian,2024-10-04,Vehicle,77743,Kolkata,175,Heavy Rain,Pending,24
C0808,Kiaan Dara,2024-10-23,Vehicle,74616,Pune,129,Flood,Settled,9
C0809,Aaryahi Shankar,2025-09-23,Property,238459,Delhi,184,Flood,Settled,14
C0810,Damini Setty,2025-08-06,Agriculture,137786,Mumbai,118,Light Rain,Settled,22
C0811,Kismat Sathe,2025-04-21,Health,176147,Kolkata,200,Heavy Rain,Rejected,19
C0812,Zain Banerjee,2024-11-03,Vehicle,73520,Bangalore,89,Flood,Settled,17
C0813,Samar Mander,2025-03-05,Property,248037,Mumbai,223,Moderate Rain,Settled,28
C0814,Parinaaz Vig,2024-12-29,Vehicle,82609,Hyderabad,66,Heavy Rain,Settled,8
C0815,Miraan Zachariah,2025-03-03,Vehicle,68999,Lucknow,50,Heavy Rain,Pending,21
C0816,Indrajit Upadhyay,2024-11-25,Agriculture,76009,Delhi,59,Moderate Rain,Pending,16
C0817,Kanav Deep,2025-02-05,Vehicle,128793,Chennai,208,Light Rain,Settled,13
C0818,Prerak Jaggi,2025-01-25,Health,54558,Mumbai,50,Light Rain,Pending,6
C0819,Faiyaz Ramanathan,2024-12-12,Vehicle,86246,Lucknow,82,Heavy Rain,Settled,8
C0820,Keya Wali,2025-08-15,Agriculture,126386,Mumbai,77,Flood,Settled,26
C0821,Advika Sharma,2025-05-08,Agriculture,194876,Mumbai,206,Heavy Rain,Pending,8
C0822,Aradhya Hora,2025-09-18,Agriculture,239745,Bangalore,294,Flood,Settled,29
C0823,Anvi Cherian,2025-03-19,Agriculture,84546,Mumbai,120,Light Rain,Settled,10
C0824,Anaya Sehgal,2025-01-17,Health,31218,Ahmedabad,281,Flood,Settled,9
C0825,Pari Boase,2025-09-21,Property,463201,Ahmedabad,150,Moderate Rain,Settled,5
C0826,Ira Bhavsar,2025-07-09,Vehicle,126660,Lucknow,136,Light Rain,Pending,21
C0827,Divij Kapoor,2025-06-03,Agriculture,261918,Ahmedabad,53,Flood,Pending,6
C0828,Kimaya Samra,2024-11-18,Property,449679,Bangalore,71,Flood,Settled,3
C0829,Fateh Sankaran,2025-09-05,Property,323630,Pune,91,Heavy Rain,Settled,24
C0830,Aradhya Venkatesh,2025-05-09,Property,207336,Mumbai,73,Light Rain,Pending,6
C0831,Jhanvi Master,2025-01-17,Agriculture,288341,Pune,95,Flood,Settled,12
C0832,Baiju Hegde,2024-10-19,Agriculture,179883,Bangalore,100,Moderate Rain,Pending,5
C0833,Rohan Bhatnagar,2025-09-02,Property,406372,Mumbai,108,Heavy Rain,Pending,28
C0834,Hansh Das,2025-08-04,Vehicle,84537,Delhi,79,Moderate Rain,Pending,14
C0835,Samaira Varughese,2025-03-03,Property,344979,Kolkata,174,Heavy Rain,Settled,28
C0836,Vidur Rout,2025-08-03,Health,49250,Ahmedabad,239,Light Rain,Pending,4
C0837,Jhanvi Setty,2025-04-09,Vehicle,66737,Lucknow,77,Flood,Settled,10
C0838,Mamooty Karnik,2025-03-09,Health,75631,Mumbai,102,Moderate Rain,Settled,25
C0839,Mahika Handa,2025-02-06,Vehicle,59859,Ahmedabad,245,Flood,Pending,24
C0840,Ranbir Swaminathan,2024-12-11,Property,188393,Lucknow,185,Heavy Rain,Settled,26
C0841,Uthkarsh Suri,2025-07-31,Property,111122,Lucknow,57,Light Rain,Settled,3
C0842,Heer Agrawal,2025-01-09,Property,416458,Lucknow,108,Flood,Pending,23
C0843,Dishani Loke,2025-06-30,Property,457718,Pune,108,Light Rain,Pending,3
C0844,Dhanuk Loke,2025-03-25,Property,173857,Ahmedabad,135,Moderate Rain,Settled,6
C0845,Zain Srinivasan,2024-11-25,Agriculture,52095,Lucknow,275,Moderate Rain,Settled,14
C0846,Kimaya Shroff,2025-06-27,Property,274191,Chennai,165,Moderate Rain,Pending,9
C0847,Jivin Yadav,2024-11-16,Agriculture,255511,Kolkata,241,Heavy Rain,Pending,7
C0848,Nishith Sodhi,2025-08-27,Agriculture,179096,Mumbai,127,Moderate Rain,Pending,29
C0849,Hansh Cheema,2025-09-17,Health,177078,Delhi,122,Heavy Rain,Settled,13
C0850,Ela Vohra,2024-11-04,Health,187208,Pune,72,Moderate Rain,Rejected,25
C0851,Nitara Johal,2025-08-02,Agriculture,248081,Bangalore,54,Moderate Rain,Settled,6
C0852,Seher Majumdar,2025-05-20,Health,160123,Kolkata,126,Moderate Rain,Settled,3
C0853,Tushar Date,2025-03-06,Property,338201,Delhi,157,Moderate Rain,Pending,8
C0854,Urvi Varughese,2025-01-21,Health,25536,Kolkata,50,Light Rain,Pending,11
C0855,Yashvi Hora,2025-04-11,Property,127748,Bangalore,212,Light Rain,Rejected,20
C0856,Priyansh Bhatia,2025-01-14,Agriculture,101507,Mumbai,205,Moderate Rain,Settled,17
C0857,Oorja Atwal,2025-09-13,Health,54842,Pune,79,Light Rain,Settled,18
C0858,Ela Gupta,2025-02-01,Health,110687,Chennai,242,Flood,Pending,26
C0859,Jiya Sangha,2025-05-07,Vehicle,55522,Lucknow,121,Light Rain,Pending,23
C0860,Nirvi Dar,2025-02-02,Agriculture,195253,Jaipur,197,Flood,Settled,3
C0861,Faiyaz Sem,2024-10-06,Property,143975,Kolkata,148,Flood,Rejected,4
C0862,Shayak Basu,2025-06-26,Agriculture,202751,Lucknow,265,Light Rain,Settled,20
C0863,Arnav Choudhury,2025-05-12,Agriculture,105213,Delhi,134,Moderate Rain,Settled,26
C0864,Tarini Chaudhuri,2025-08-21,Agriculture,214084,Chennai,272,Flood,Settled,4
C0865,Dishani Gara,2025-05-19,Vehicle,105084,Kolkata,73,Flood,Pending,25
C0866,Myra Bahl,2025-08-24,Health,147512,Pune,194,Flood,Settled,15
C0867,Jayant Sahota,2024-12-19,Agriculture,220711,Pune,228,Heavy Rain,Settled,19
